schoolid	year	term	time	covid	after_covid	single_gender_sch	area_code	grade	male	female	pupil_teacher_ratio	dropout_rate	asp_enrollment	asp_participant	budget_revenue	settlement_revenue	budget_expense	settlement_expense	ppexp	korean_mean	korean_sd	math_mean	math_sd	english_mean	english_sd	schooltype	private	enrollment	zipcode	latitude	longitude	term_num	house_price	library	pop	library_per	divorce	priv_academy	fiscal_auto	fiscal_indep
S010000452	2019	spring	1	0	0	1	15	2	380	0	15	2	200	180	7337139000	12272263225	7337139000	12244509710	10102731	68	20	61	22	65	21	0	1	377	6707	37.4797554	127.0039139	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000473	2019	spring	1	0	0	1	15	2	389	0	16	2	709	498	11916682000	11524729462	11916682000	11109709039	9884083	80	15	74	16	73	17	1	1	352	6548	37.50195313	126.9916153	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000440	2019	spring	1	0	0	0	15	2	119	153	14	3	103	103	1888758000	3248583235	1888758000	3197972521	3697078	65	24	60	22	66	27	0	0	241	6598	37.50270462	127.01651	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000456	2019	spring	1	0	0	1	15	2	422	0	16	2	246	197	3744926000	6993111509	3744926000	6281484829	4622138	66	25	54	27	57	28	0	0	409	6669	37.48429108	127.0049057	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000474	2019	spring	1	0	0	2	15	2	0	386	15	1	827	827	8901656000	10439974517	8901656000	10059669325	9030224	79	12	61	18	77	19	1	1	344	6548	37.50216293	126.993248	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000421	2019	spring	1	0	0	2	15	2	0	291	13	2	304	251	7262421000	12072197653	7262421000	10677331089	10720212	75	21	49	23	65	22	0	1	269	6700	37.47587585	126.9919968	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000463	2019	spring	1	0	0	0	15	2	134	154	13	4	13	13	1035458000	4056558953	1035458000	3664932596	4108669	60	26	40	25	52	24	0	0	237	6656	37.48961258	127.0053787	1	1562.17	9	432762	2.08	1.5	2.6	58.9	53.3
S010000491	2019	fall	2	0	0	0	15	2	97	87	11	3	10	10	2617074000	3602891561	2617074000	3445644910	5657874	60	24	51	25	50	27	0	0	200	6780	37.472332	127.0430069	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000473	2019	fall	2	0	0	1	15	2	389	0	16	2	709	498	11916682000	11524729462	11916682000	11109709039	9884083	74	20	71	16	72	23	1	1	352	6548	37.50195313	126.9916153	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000463	2019	fall	2	0	0	0	15	2	134	154	13	4	13	13	1035458000	4056558953	1035458000	3664932596	4108669	60	26	41	28	51	25	0	0	237	6656	37.48961258	127.0053787	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000421	2019	fall	2	0	0	2	15	2	0	291	13	2	304	251	7262421000	12072197653	7262421000	10677331089	10720212	65	22	56	27	48	29	0	1	269	6700	37.47587585	126.9919968	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000487	2019	fall	2	0	0	0	15	2	160	125	13	4	37	37	1912121000	3504307145	1912121000	3289772496	3785699	51	29	49	28	50	27	0	0	288	6750	37.48242188	127.0320816	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000456	2019	fall	2	0	0	1	15	2	422	0	16	2	246	197	3744926000	6993111509	3744926000	6281484829	4622138	56	28	52	28	49	28	0	0	409	6669	37.48429108	127.0049057	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000440	2019	fall	2	0	0	0	15	2	119	153	14	3	103	103	1888758000	3248583235	1888758000	3197972521	3697078	52	27	42	22	56	29	0	0	241	6598	37.50270462	127.01651	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000455	2019	fall	2	0	0	2	15	2	0	279	13	2	497	418	9939092000	10632050257	9939092000	10573238190	10945381	62	23	55	27	52	28	0	1	269	6565	37.48857498	126.9850845	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000474	2019	fall	2	0	0	2	15	2	0	386	15	1	827	827	8901656000	10439974517	8901656000	10059669325	9030224	76	14	64	17	71	20	1	1	344	6548	37.50216293	126.993248	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000452	2019	fall	2	0	0	1	15	2	380	0	15	2	200	180	7337139000	12272263225	7337139000	12244509710	10102731	54	26	46	27	55	22	0	1	377	6707	37.4797554	127.0039139	2	1626.1	9	431027	2.09	1.5	2.6	58.9	53.3
S010000421	2020	spring	3	1	1	2	15	2	0	332	13	2	0	0	7712511000	10482555758	7712511000	9884416335	10190120	70	20	53	24	55	25	0	1	269	6700	37.47587585	126.9919968	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000440	2020	spring	3	1	1	0	15	2	133	153	13	3	0	0	1366801000	3651693352	1366801000	3559136645	4421288	64	22	52	22	57	25	0	0	241	6598	37.50270462	127.01651	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000456	2020	spring	3	1	1	1	15	2	431	0	15	1	78	68	5899927000	6537667804	5899927000	6246063390	4898873	61	24	57	23	54	28	0	0	409	6669	37.48429108	127.0049057	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000491	2020	spring	3	1	1	0	15	2	85	90	9	3	0	0	1570737000	3066585000	1570737000	2990700305	5378958	63	23	56	26	45	24	0	0	200	6780	37.472332	127.0430069	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000474	2020	spring	3	1	1	2	15	2	0	328	15	2	0	0	8663420000	8203336827	8663420000	7662259412	7208146	74	14	61	18	76	19	1	1	344	6548	37.50216293	126.993248	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000487	2020	spring	3	1	1	0	15	2	150	119	13	1	0	0	1989065000	3538281044	1989065000	3308490915	3887769	65	24	50	24	50	26	0	0	288	6750	37.48242188	127.0320816	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000463	2020	spring	3	1	1	0	15	2	142	145	13	2	0	0	1102940000	4217143241	1102940000	3991312815	4494722	65	26	52	28	54	26	0	0	237	6656	37.48961258	127.0053787	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000452	2020	spring	3	1	1	1	15	2	397	0	14	3	76	76	7522968000	10738194486	7522968000	10072727450	8713432	70	20	54	19	57	20	0	1	377	6707	37.4797554	127.0039139	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000455	2020	spring	3	1	1	2	15	2	0	301	12	2	10	10	9407000000	9125206217	9407000000	9052187824	10148193	74	20	57	27	68	24	0	1	269	6565	37.48857498	126.9850845	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000473	2020	spring	3	1	1	1	15	2	344	0	16	1	50	50	11088353000	9757072404	11088353000	9251175878	8471773	77	15	70	15	72	19	1	1	352	6548	37.50195313	126.9916153	1	1743.81	9	430568	2.09	1.3	2.7	58.3	54.7
S010000487	2020	fall	4	1	2	0	15	2	150	119	13	1	0	0	1989065000	3538281044	1989065000	3308490915	3887769	53	23	49	27	42	27	0	0	288	6750	37.48242188	127.0320816	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000455	2020	fall	4	1	2	2	15	2	0	301	12	2	10	10	9407000000	9125206217	9407000000	9052187824	10148193	74	20	58	27	68	24	0	1	269	6565	37.48857498	126.9850845	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000452	2020	fall	4	1	2	1	15	2	397	0	14	3	76	76	7522968000	10738194486	7522968000	10072727450	8713432	70	20	45	23	57	20	0	1	377	6707	37.4797554	127.0039139	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000473	2020	fall	4	1	2	1	15	2	344	0	16	1	50	50	11088353000	9757072404	11088353000	9251175878	8471773	68	21	74	17	67	23	1	1	352	6548	37.50195313	126.9916153	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000491	2020	fall	4	1	2	0	15	2	85	90	9	3	0	0	1570737000	3066585000	1570737000	2990700305	5378958	58	22	50	25	43	27	0	0	200	6780	37.472332	127.0430069	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000456	2020	fall	4	1	2	1	15	2	431	0	15	1	78	68	5899927000	6537667804	5899927000	6246063390	4898873	61	23	62	23	51	27	0	0	409	6669	37.48429108	127.0049057	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000440	2020	fall	4	1	2	0	15	2	133	153	13	3	0	0	1366801000	3651693352	1366801000	3559136645	4421288	60	21	71	21	66	25	0	0	241	6598	37.50270462	127.01651	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000421	2020	fall	4	1	2	2	15	2	0	332	13	2	0	0	7712511000	10482555758	7712511000	9884416335	10190120	83	19	50	24	55	25	0	1	269	6700	37.47587585	126.9919968	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000474	2020	fall	4	1	2	2	15	2	0	328	15	2	0	0	8663420000	8203336827	8663420000	7662259412	7208146	71	17	51	21	69	25	1	1	344	6548	37.50216293	126.993248	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000463	2020	fall	4	1	2	0	15	2	142	145	13	2	0	0	1102940000	4217143241	1102940000	3991312815	4494722	58	28	49	27	41	27	0	0	237	6656	37.48961258	127.0053787	2	1848.64	9	426009	2.11	1.3	2.7	58.3	54.7
S010000473	2021	spring	5	1	3	1	15	2	352	0	16	1	0	0	11088353000	9757072404	11088353000	9251175878	8471773	73	15	67	17	70	20	1	1	352	6548	37.50195313	126.9916153	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000491	2021	spring	5	1	3	0	15	2	100	99	10	2	0	0	1570737000	3066585000	1570737000	2990700305	5378958	54	21	48	24	44	26	0	0	199	6780	37.472332	127.0430069	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000440	2021	spring	5	1	3	0	15	2	110	131	12	1	28	27	1366801000	3651693352	1366801000	3559136645	4421288	76	19	62	17	58	28	0	0	241	6598	37.50270462	127.01651	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000456	2021	spring	5	1	3	1	15	2	409	0	15	1	36	33	5899927000	6537667804	5899927000	6246063390	4898873	62	23	44	18	51	26	0	0	409	6669	37.48429108	127.0049057	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000421	2021	spring	5	1	3	2	15	2	0	338	14	1	102	94	7712511000	10482555758	7712511000	9884416335	10190120	68	23	63	15	65	19	0	1	338	6700	37.47587585	126.9919968	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000452	2021	spring	5	1	3	1	15	2	386	0	14	1	78	78	7522968000	10738194486	7522968000	10072727450	8713432	65	20	47	20	50	19	0	1	386	6707	37.4797554	127.0039139	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000474	2021	spring	5	1	3	2	15	2	0	343	15	2	374	374	8663420000	8203336827	8663420000	7662259412	7208146	84	13	71	18	75	18	1	1	343	6548	37.50216293	126.993248	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000487	2021	spring	5	1	3	0	15	2	168	134	13	1	0	0	1989065000	3538281044	1989065000	3308490915	3887769	66	23	51	22	52	26	0	0	302	6750	37.48242188	127.0320816	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000455	2021	spring	5	1	3	2	15	2	0	303	13	1	5	5	9407000000	9125206217	9407000000	9052187824	10148193	79	11	50	25	62	23	0	1	303	6565	37.48857498	126.9850845	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000463	2021	spring	5	1	3	0	15	2	137	162	12	2	0	0	1102940000	4217143241	1102940000	3991312815	4494722	61	24	49	24	47	21	0	0	299	6656	37.48961258	127.0053787	1	1984.72	9	421315	2.14	1.2	2.8	61.4	58.2
S010000491	2021	fall	6	1	4	0	15	2	100	99	10	2	0	0	1570737000	3066585000	1570737000	2990700305	5378958	43	19	48	26	41	26	0	0	199	6780	37.47233011	127.0430034	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000455	2021	fall	6	1	4	2	15	2	0	303	13	1	5	5	9407000000	9125206217	9407000000	9052187824	10148193	73	19	63	28	65	24	0	1	303	6565	37.4885743	126.985083	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000421	2021	fall	6	1	4	2	15	2	0	338	14	1	102	94	7712511000	10482555758	7712511000	9884416335	10190120	66	23	57	29	51	24	0	1	338	6700	37.47587683	126.9919958	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000452	2021	fall	6	1	4	1	15	2	386	0	14	1	78	78	7522968000	10738194486	7522968000	10072727450	8713432	58	26	50	19	50	22	0	1	386	6707	37.47975498	127.0039164	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000474	2021	fall	6	1	4	2	15	2	0	343	15	2	374	374	8663420000	8203336827	8663420000	7662259412	7208146	71	16	70	20	77	20	1	1	343	6548	37.5021638	126.9932495	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000473	2021	fall	6	1	4	1	15	2	352	0	16	1	0	0	11088353000	9757072404	11088353000	9251175878	8471773	68	19	67	20	64	23	1	1	352	6548	37.50195197	126.9916176	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000463	2021	fall	6	1	4	0	15	2	137	162	12	2	0	0	1102940000	4217143241	1102940000	3991312815	4494722	55	26	44	26	46	26	0	0	299	6656	37.48961196	127.0053778	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000487	2021	fall	6	1	4	0	15	2	168	134	13	1	0	0	1989065000	3538281044	1989065000	3308490915	3887769	60	25	48	25	49	27	0	0	302	6750	37.48242128	127.0320783	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000440	2021	fall	6	1	4	0	15	2	110	131	12	1	28	27	1366801000	3651693352	1366801000	3559136645	4421288	59	22	53	26	47	27	0	0	241	6598	37.50270436	127.0165117	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000456	2021	fall	6	1	4	1	15	2	409	0	15	1	36	33	5899927000	6537667804	5899927000	6246063390	4898873	52	27	53	24	45	31	0	0	409	6669	37.48429243	127.0049025	2	2180.64	9	416285	2.16	1.2	2.8	61.4	58.2
S010000473	2022	spring	7	1	5	1	15	2	348	0	15	1	11	11	7412563000	10754109531	7412563000	10210354705	9789410	71	15	64	18	71	20	1	1	348	6548	37.50195197	126.9916176	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000421	2022	spring	7	1	5	2	15	2	0	269	12	3	0	0	7930702000	9979685225	7930702000	9659313759	10103885	80	19	58	24	53	25	0	1	269	6700	37.47587683	126.9919958	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000491	2022	spring	7	1	5	0	15	2	94	94	10	2	0	0	915697000	2575136732	915697000	2484220835	4253803	57	18	60	21	52	24	0	0	188	6780	37.47233011	127.0430034	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000440	2022	spring	7	1	5	0	15	2	106	115	12	4	0	0	828597000	3443619346	828597000	3342491730	4363566	66	19	55	26	56	27	0	0	221	6598	37.50270436	127.0165117	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000487	2022	spring	7	1	5	0	15	2	153	114	12	2	20	20	1009785000	3229494690	1009785000	2753101539	3277502	69	22	47	22	55	24	0	0	267	6750	37.48242128	127.0320783	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000474	2022	spring	7	1	5	2	15	2	0	344	14	1	307	307	7235719000	9235333052	7235719000	8571114072	8370229	84	12	73	14	75	16	1	1	344	6548	37.5021638	126.9932495	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000455	2022	spring	7	1	5	2	15	2	0	269	13	2	18	18	8458000000	9662522088	8458000000	9466790660	10672819	71	19	51	26	58	24	0	1	269	6565	37.4885743	126.985083	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000452	2022	spring	7	1	5	1	15	2	357	0	14	3	92	92	7618138000	11463129000	7618138000	11001346011	9558076	71	15	62	19	62	19	0	1	357	6707	37.47975498	127.0039164	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000456	2022	spring	7	1	5	1	15	2	398	0	15	3	42	42	2392385000	5757188769	2392385000	5117653564	4087583	61	25	62	19	57	28	0	0	398	6669	37.48429243	127.0049025	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000463	2022	spring	7	1	5	0	15	2	122	115	12	6	0	0	852114000	3551488636	852114000	3448775551	4076567	67	25	46	26	41	26	0	0	237	6656	37.48961196	127.0053778	1	2316.11	9	409823	2.2	1.1	3	60.5	57.8
S010000491	2022	fall	8	1	6	0	15	2	94	94	10	2	0	0	915697000	2575136732	915697000	2484220835	4253803	53	20	55	24	48	26	0	0	188	6780	37.47233011	127.0430034	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000421	2022	fall	8	1	6	2	15	2	0	269	12	3	0	0	7930702000	9979685225	7930702000	9659313759	10103885	64	23	55	25	47	24	0	1	269	6700	37.47587683	126.9919958	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000487	2022	fall	8	1	6	0	15	2	153	114	12	2	20	20	1009785000	3229494690	1009785000	2753101539	3277502	62	23	45	26	52	27	0	0	267	6750	37.48242128	127.0320783	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000463	2022	fall	8	1	6	0	15	2	122	115	12	6	0	0	852114000	3551488636	852114000	3448775551	4076567	58	26	43	30	47	29	0	0	237	6656	37.48961196	127.0053778	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000452	2022	fall	8	1	6	1	15	2	357	0	14	3	92	92	7618138000	11463129000	7618138000	11001346011	9558076	70	16	60	19	59	20	0	1	357	6707	37.47975498	127.0039164	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000440	2022	fall	8	1	6	0	15	2	106	115	12	4	0	0	828597000	3443619346	828597000	3342491730	4363566	57	23	53	29	52	26	0	0	221	6598	37.50270436	127.0165117	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000456	2022	fall	8	1	6	1	15	2	398	0	15	3	42	42	2392385000	5757188769	2392385000	5117653564	4087583	57	25	55	24	48	30	0	0	398	6669	37.48429243	127.0049025	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000473	2022	fall	8	1	6	1	15	2	348	0	15	1	11	11	7412563000	10754109531	7412563000	10210354705	9789410	65	20	64	19	69	21	1	1	348	6548	37.50195197	126.9916176	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
S010000474	2022	fall	8	1	6	2	15	2	0	344	14	1	307	307	7235719000	9235333052	7235719000	8571114072	8370229	80	12	70	14	68	24	1	1	344	6548	37.5021638	126.9932495	2	2372.22	9	405076	2.22	1.1	3	60.5	57.8
